100000, 0.056586, 0.040745
110000, 0.067958, 0.060469
120000, 0.072716, 0.063406
130000, 0.074363, 0.064817
140000, 0.081062, 0.056788
150000, 0.088796, 0.094131
160000, 0.094813, 0.109978
170000, 0.102444, 0.120580
180000, 0.107229, 0.122896
190000, 0.113678, 0.111175
200000, 0.122605, 0.113743
210000, 0.129752, 0.125050
220000, 0.135562, 0.126995
230000, 0.143778, 0.144224
240000, 0.155542, 0.157705
250000, 0.160280, 0.172382
260000, 0.163378, 0.168732
270000, 0.177962, 0.225250
280000, 0.179213, 0.194629
290000, 0.186333, 0.218477
